Species	Strains	Abbreviation	Accession	Genome_size	GC content (%)	Complete 	Download	Reference	Reference_link	Note.
Fusarium asiaticum	171658	NeFa171658	MN935370.1	89969	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935370.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171653	NeFa171653	MN935369.1	93295	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935369.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171651	NeFa171651	MN935368.1	90024	31.71	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935368.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171647	NeFa171647	MN935367.1	90023	31.71	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935367.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171646	NeFa171646	MN935366.1	93344	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935366.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171645	NeFa171645	MN935365.1	93294	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935365.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171644	NeFa171644	MN935364.1	90021	31.71	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935364.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171643	NeFa171643	MN935363.1	93353	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935363.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171642	NeFa171642	MN935362.1	91969	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935362.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171640	NeFa171640	MN935361.1	93649	31.54	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935361.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171639	NeFa171639	MN935360.1	89971	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935360.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171484	NeFa171484	MN935359.1	96019	31.5	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935359.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171483	NeFa171483	MN935358.1	93295	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935358.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171482	NeFa171482	MN935357.1	93296	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935357.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171481	NeFa171481	MN935356.1	91967	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935356.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171478	NeFa171478	MN935355.1	95003	31.53	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935355.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171477	NeFa171477	MN935354.1	95003	31.53	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935354.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171476	NeFa171476	MN935353.1	95059	31.56	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935353.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171475	NeFa171475	MN935352.1	89975	31.69	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935352.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171472	NeFa171472	MN935351.1	89969	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935351.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171471	NeFa171471	MN935350.1	96019	31.5	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935350.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171470	NeFa171470	MN935349.1	92071	31.67	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935349.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171467	NeFa171467	MN935348.1	91968	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935348.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171466	NeFa171466	MN935347.1	95055	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935347.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171465	NeFa171465	MN935346.1	89969	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935346.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171383	NeFa171383	MN935345.1	94865	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935345.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171377	NeFa171377	MN935344.1	93345	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935344.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171375	NeFa171375	MN935343.1	93139	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935343.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171369	NeFa171369	MN935342.1	94861	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935342.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171366	NeFa171366	MN935341.1	93676	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935341.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171349	NeFa171349	MN935340.1	93535	31.57	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935340.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171338	NeFa171338	MN935339.1	94863	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935339.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171330	NeFa171330	MN935338.1	93533	31.57	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935338.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171323	NeFa171323	MN935337.1	92009	31.62	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935337.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171301	NeFa171301	MN935336.1	90020	31.71	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935336.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171290	NeFa171290	MN935335.1	93297	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935335.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171287	NeFa171287	MN935334.1	94379	31.56	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935334.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171274	NeFa171274	MN935333.1	94429	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935333.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171252	NeFa171252	MN935332.1	94864	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935332.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171244	NeFa171244	MN935331.1	93050	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935331.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171239	NeFa171239	MN935330.1	95059	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935330.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171218	NeFa171218	MN935329.1	93348	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935329.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171210	NeFa171210	MN935328.1	96002	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935328.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171207	NeFa171207	MN935327.1	91301	31.66	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935327.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171206	NeFa171206	MN935326.1	93295	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935326.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171195	NeFa171195	MN935325.1	89972	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935325.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171184	NeFa171184	MN935324.1	89972	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935324.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171169	NeFa171169	MN935323.1	93295	31.58	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935323.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171156	NeFa171156	MN935322.1	96622	31.52	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935322.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171153	NeFa171153	MN935321.1	93296	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935321.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171151	NeFa171151	MN935320.1	91349	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935320.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171146	NeFa171146	MN935319.1	89971	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935319.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171131	NeFa171131	MN935318.1	94621	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935318.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171120	NeFa171120	MN935317.1	89972	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935317.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171117	NeFa171117	MN935316.1	93349	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935316.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171115	NeFa171115	MN935315.1	93303	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935315.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171108	NeFa171108	MN935314.1	93305	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935314.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171084	NeFa171084	MN935313.1	93350	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935313.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171077	NeFa171077	MN935312.1	90031	31.71	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935312.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171075	NeFa171075	MN935311.1	94860	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935311.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171067	NeFa171067	MN935310.1	94862	31.55	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935310.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
Fusarium asiaticum	171059	NeFa171059	MN935309.1	91966	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN935309.1	Yang M, Zhang H, van der Lee TAJ, et al. Population Genomic Analysis Reveals a Highly Conserved Mitochondrial Genome in Fusarium asiaticum. Front Microbiol. 2020,11:839.	https://doi.org/10.3389/fmicb.2020.00839	 --
